,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable,id,scrape_id,host_id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3605,https://www.airbnb.com/rooms/23100799,29/03/23,city scrape,3br in Historic Mansion Steps from the Cathedral,"Architecturally important 17th century palace. This grand home sleeps up to 8 guests in 3 beautifully decorated, en-suite bedrooms and offers butler service.<br /><br />Delight in the use of this historical family manor, carefully restored with a prestigious art collection.  Pricing for all three bedrooms for your family or friends with gorgeous views of the Cathedral and Zocalo. Close to museums, dining & shopping.  Contact us for single bedroom pricing.<br /><br /><b>The space</b><br />The house on Seminario 12 is built on top of the remains of the Ceremonial Center of the Aztec City of Tenochtitlán.  The land was subdivided by Hernán Cortés and adjudicated to one of his lieutenants, Pedro de Maya However, the construction of the house as it can be seen now, dates 1626.<br /><br />This family residence belonged to two of the oldest estates of the Spanish colony, to that of Hernando de Avila during the first years of the century, and to the López de Peralta estate between 1624 and 175","The Historical Center of Mexico City is over 600 blocks.  Large parts of the Centro are safe, but some are not.  We encourage you to keep your valuables close, and to use uber services.  The plaza in front of the house empties up after 8pm, and we recommend that you keep your eyes open as a precaution.",https://a0.muscache.com/pictures/miso/Hosting-23100799/original/e4477d4a-60d3-4be2-aa06-d2f97c573a03.jpeg,https://www.airbnb.com/users/show/103716258,César Y Carolina,14/11/16,"Mexico City, Mexico",We are a Mexico City based couple with four children.  Carolina is a documentary film producer and an activist.  Cesar is a visual artist and a designer.  We believe in the power of community and we are available to meet up with our guests to share information and contacts if they so require.  ,within a day,f,https://a0.muscache.com/im/pictures/user/1887abbc-4979-4af4-afbf-57584e2d5981.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1887abbc-4979-4af4-afbf-57584e2d5981.jpg?aki_policy=profile_x_medium,sin informacion,['phone'],t,t,"Centro, Ciudad de México, Mexico",Cuauhtémoc,Private room,Private room,6 baths,"[""Smoke alarm"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Essentials"", ""Oven"", ""Breakfast"", ""Iron"", ""Microwave"", ""Hot water"", ""Shampoo"", ""Lock on bedroom door"", ""Stove"", ""TV"", ""Backyard"", ""Hair dryer"", ""Cooking basics"", ""Babysitter recommendations"", ""Heating"", ""Cleaning available during stay"", ""Refrigerator"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Smoking allowed"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Private entrance"", ""Children\u2019s books and toys"", ""Wifi"", ""High chair"", ""Patio or balcony"", ""Pets allowed"", ""Paid parking off premises"", ""Dishes and silverware"", ""Bathtub"", ""Carbon monoxide alarm"", ""Changing table"", ""City skyline view""]","$27,435.00",t,29/03/23,23/03/19,31/10/22,t,23100799.0,20230300000000.0,103716258,100.0,100.0,1.0,1.0,19.43409,-99.13191,2.9,3.0,1.6,2.0,30.0,2.0,2.0,30.0,30.0,2.0,30.0,28,58,88,363,2.0,1.0,0.0,5.0,5.0,5.0,5.0,4.9,5.0,4.8,1.0,0.0,1.0,0.0,0.04
4303,https://www.airbnb.com/rooms/25868032,30/03/23,city scrape,Independent studio with private bathroom Coyoacan.,"Inside a beautiful house, in the hearth of Coyoacan. Walking distance from Frida s museum. Three blocks from  Main historic plazas. In a quite street Coffe shops restaurants, bars around  <br /><br /> Private bathroom, fullsize bed,  closet, microwave, minifridge, Coffe maker, induction Cooktop, potable water.<br /><br />External visitors are not allowed (without previous consent), if you invite external visitors this could result in being evicted or in the cancellation of your reservation<br /><br /><b>Other things to note</b><br />There is a laundry room on top of the house you can use it with previous permission.<br />100 pesos cost<br />5 dollars . Includes detergent<br /><br />200 pesos cost<br />10 dlls, additional cleaning during stay.",sin informacion,https://a0.muscache.com/pictures/8b479616-2335-4381-814b-0eebcbb0ce77.jpg,https://www.airbnb.com/users/show/34171966,Martha,25/05/15,"Mexico City, Mexico",sin informacion,within an hour,t,https://a0.muscache.com/im/pictures/user/1ad6680a-49fd-4855-869c-843580ef3acb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1ad6680a-49fd-4855-869c-843580ef3acb.jpg?aki_policy=profile_x_medium,Coyoacán,"['email', 'phone']",t,t,sin informacion,Coyoacán,Private room,Private room,1 private bath,"[""Wifi"", ""Cooking basics"", ""Iron"", ""Washer"", ""Microwave"", ""Free street parking"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Essentials"", ""Hangers"", ""Hot water"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Keypad"", ""Cleaning products"", ""Self check-in"", ""Hair dryer"", ""Coffee maker"", ""Bed linens"", ""Shampoo""]",$526.00,t,30/03/23,02/07/18,27/03/23,t,25868032.0,20230300000000.0,34171966,100.0,100.0,3.0,4.0,19.34903,-99.16493,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,19,49,79,354,82.0,22.0,2.0,4.85,4.89,4.82,4.87,4.79,4.93,4.76,3.0,2.0,1.0,0.0,1.42
5667,https://www.airbnb.com/rooms/31826983,29/03/23,city scrape,Mejor precio habitacion individual comoda exl serv,"Habitación con baño privado grande. Es una habitación espacios con una cama individual, escritorio y buro. El baño es muy grande.<br /><br />15 minutos caminando a Clinica 4 y 8 de IMSS.<br /><br />Estamos muy bien localizados con vias de acceso, fácil y cerca del metro, metrobus, periférico, insurgentes, revolución, UNAM, ITAM, U. Del V. de México, Pedregal, FERMATA, Televisa San Angel.<br /><br /><b>The space</b><br />La casa es una propiedad grande, espaciosa y ventilada.<br /><br />Nuestras habitaciones son economicos con servicios incluidos de aqua, luz y Wifi. Ademas, ofrece muchos servicios extra: Servicios de lavanderia, planchado, limpieza y alimentos.<br /><br /><b>Other things to note</b><br />La habitación está en el segundo piso.","San Ángel es un pueblo originario de la alcaldía Álvaro Obregón, en la Ciudad de México, asociado estrechamente por motivos históricos, urbanísticos y funcionales a los barrios de Tizapán, Chimalistac, Altavista, y Tlacopac.",https://a0.muscache.com/pictures/e1482797-7352-4ff8-9269-a35c36dc7095.jpg,https://www.airbnb.com/users/show/185535296,Eduardo,21/04/18,"Hidalgo, Mexico",sin informacion,within an hour,t,https://a0.muscache.com/im/pictures/user/f33d6c51-d948-43ca-be9c-f6dfb0714a4f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f33d6c51-d948-43ca-be9c-f6dfb0714a4f.jpg?aki_policy=profile_x_medium,sin informacion,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,Private room,Private room,1 private bath,"[""Wifi"", ""Hangers"", ""Essentials""]",$579.00,t,29/03/23,25/02/19,20/05/22,t,31826983.0,20230300000000.0,185535296,100.0,100.0,7.0,10.0,19.33975,-99.20108,1.0,1.5541002999704254,1.0,2.0,30.0,2.0,2.0,30.0,30.0,2.0,30.0,0,27,57,147,10.0,3.0,0.0,5.0,5.0,5.0,4.8,5.0,5.0,4.8,7.0,0.0,0.8,0.0,0.2
6244,https://www.airbnb.com/rooms/33051319,29/03/23,city scrape,Familia Castillo Vargas (Habitación Roja),"Habitación moderna que aloja de 4 a 7 huéspedes, cuenta con 3 camas matrimoniales y 1 individual; televisión abierta, acceso directo al jardín, baño completo con doble lavamanos, 2 regaderas . Al momento del arribo a la casa se le otorga la llave de la habitación. Al reservar la confortable y espaciosa  habitación roja se accede a las áreas comunes que son: sala de estar equipada con dos sillones triple y doble, televisión local,  comedor, cocina, área de lavado, antecomedor y jardín.<br /><br /><b>The space</b><br />Unidad residencial segura 24hrs durante 365 días, vigilancia por la policía de seguridad pública y cámaras de video  vigilancia al acceso a la casa, lo que hace un espacio tranquilo y seguro.<br /><br /><b>Guest access</b><br />Las areas compartidas con otros huéspedes son: sala de estar equipada con dos sillones triple y doble, televisión local,  comedor, cocina, área de lavado, antecomedor y jardín.","Se encuentran cercanos el Vips, portón, casa de Toño, Walmart, sams, Suburbia, los bisquets Obregón, plaza toreo.",https://a0.muscache.com/pictures/8b16006d-1afc-4311-9b2f-6509f4eba93d.jpg,https://www.airbnb.com/users/show/245350245,Salvador,25/02/19,"Mexico City, Mexico","MILITAR RETIRADO. De 74 años, Comparto mi casa con amor y respeto con los  viajeros que  visitan La Ciudad de México. ",within a few hours,t,https://a0.muscache.com/im/pictures/user/c6ebdc3b-f57c-4c52-86f4-49f10fe8bc41.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c6ebdc3b-f57c-4c52-86f4-49f10fe8bc41.jpg?aki_policy=profile_x_medium,sin informacion,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,Private room,Private room,1 private bath,"[""Luggage dropoff allowed"", ""Long term stays allowed"", ""Dining table"", ""Coffee"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Mosquito net"", ""Oven"", ""Iron"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""Stove"", ""TV"", ""Backyard"", ""Hair dryer"", ""Free parking on premises"", ""Cooking basics"", ""Drying rack for clothing"", ""Refrigerator"", ""Hangers"", ""Clothing storage"", ""Fire extinguisher"", ""Kitchen"", ""Blender"", ""First aid kit"", ""Freezer"", ""Coffee maker"", ""Bed linens"", ""Private living room"", ""Private entrance"", ""Wifi"", ""Free washer \u2013 In building"", ""Dishes and silverware"", ""Dryer"", ""Body soap"", ""Shampoo""]","$1,757.00",t,29/03/23,24/03/19,27/11/22,t,33051319.0,20230300000000.0,245350245,100.0,100.0,4.0,8.0,19.44535,-99.2,2.9,1.0,1.6,2.0,30.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,87,29.0,5.0,0.0,4.9,4.97,4.97,5.0,4.97,4.97,4.9,4.0,1.0,3.0,0.0,0.59
11127,https://www.airbnb.com/rooms/47007658,30/03/23,city scrape,C.Acogedor estudio Colonia Asturias bien ubicado.,"<b>The space</b><br />Es un estudio monoambiente, ideal para 1 o dos personas.  Cuenta con baño completo propio y una cama tipo litera.  La parte de abajo es matrimonial y la de arriba individual.  <br />Equipado con cafetera, trastes de cocina, toallas, ropa de cama, almohadas y frigo.<br />Comparte con otros 2 estudios una cocineta, terraza y centro de lavado y secado de ropa.<br /><br /><b>Guest access</b><br />Terraza, lavadora, secadora, cocineta compartida, baño propio<br /><br /><b>Other things to note</b><br />Nuestro alojamiento acepta mascotas,  sin embargo,  hay que tener en consideración lo siguiente: <br /><br />1. Los espacios son muy pequeños, por lo que, las mascotas grandes pueden sentirse incómodas si los dejas mucho tiempo solos y dentro del estudio.  <br /><br />2. No es posible dejar a las mascotas libres por los espacios comunes compartidos.  Deberán estar siempre con correa y bajo supervisón. <br /><br />3. Hay un cargo extra por concepto de limpieza.  El cargo e","es una zona muy bien ubicada,  con negocios variados a los alrededores. Cerca de vías de transporte importantes como el metro Chabacano y muy cerca de puntos de interés como el Centro Histórico",https://a0.muscache.com/pictures/d36d69cf-aaf4-4fdb-bbb4-69aee482c0ec.jpg,https://www.airbnb.com/users/show/345395010,Lilia,04/05/20,"Playa del Carmen, Mexico","Soy originaria de la Ciudad de México y vivo actualmente en Playa del Carmen Quintana Roo. A pesar de que mi formación académica estuvo enfocada en las finanzas, hice un cambio drástico de estilo de vida en el año 2008 y decidí prepararme para convertirme en instructora de buceo. 
A partir de esa fecha he estado en el más maravilloso viaje de mi vida, conociendo el asombroso mundo submarino. He viajado a Egipto, Indonesia y Bahamas.
En Playa del Carmen me especializo en buceo en cuevas subterráneas cuyas entradas son más conocidas como cenotes. 
Amo mi trabajo y me gusta mucho poder compartir y mostrar este paraíso a los visitantes de todas partes del mundo. Adicional a esto, me gusta mucho poder presumir la cultura mexicana, su gastronomía local y la hospitalidad que caracteriza a todos los Mexicanos.",within an hour,t,https://a0.muscache.com/im/pictures/user/e4678b3a-88ad-4728-ae2b-80cc0ede2f66.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e4678b3a-88ad-4728-ae2b-80cc0ede2f66.jpg?aki_policy=profile_x_medium,sin informacion,"['email', 'phone']",t,f,"Mexico City, Alcaldia Cuauhtémoc, Colonia Asturias, Mexico",Iztacalco,Private room,Private room,1 private bath,"[""Ethernet connection"", ""Private entrance"", ""Wifi"", ""Mini fridge"", ""Washer"", ""Microwave"", ""Free street parking"", ""Pets allowed"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Clothing storage"", ""Kitchen"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Stove"", ""Dryer"", ""Coffee maker"", ""Bed linens"", ""Essentials""]",$320.00,t,30/03/23,29/06/21,27/02/23,t,47007658.0,20230300000000.0,345395010,100.0,98.0,2.0,5.0,19.40288,-99.13481,2.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,15,45,75,75,27.0,24.0,0.0,4.85,4.89,4.93,4.96,4.96,4.78,4.89,2.0,1.0,1.0,0.0,1.27
11919,https://www.airbnb.com/rooms/49045093,30/03/23,city scrape,HABITACIÓN COL.DEL VALLE CERCA  METRO ZAPATA.,sin informacion,sin informacion,https://a0.muscache.com/pictures/2183d8d0-1570-4342-98c6-c02cf42177fc.jpg,https://www.airbnb.com/users/show/133609729,Beatriz,05/06/17,"Mexico City, Mexico",sin informacion,within an hour,t,https://a0.muscache.com/im/pictures/user/addbaf8d-ade9-49b8-9e26-11bdf5cdff9e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/addbaf8d-ade9-49b8-9e26-11bdf5cdff9e.jpg?aki_policy=profile_x_medium,sin informacion,"['email', 'phone']",t,t,sin informacion,Benito Juárez,Private room,Private room,1 shared bath,"[""Lock on bedroom door"", ""Hot water"", ""Essentials""]",$450.00,t,30/03/23,01/05/22,20/11/22,f,49045093.0,20230300000000.0,133609729,100.0,100.0,2.0,2.0,19.37162,-99.16179,1.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,59,89,178,4.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,2.0,0.0,2.0,0.0,0.36
12298,https://www.airbnb.com/rooms/50106680,29/03/23,city scrape,""""" cuartito en Napoles a 2 cuadras WTC""""","Cuarto de servicio acondicionado totalmente privado e independiente, para estancias económicas pero dentro de una gran ubicación en la CDMX como es la colonia Nápoles. El lugar aunque es pequeño tienes todo para que sea muy agradable tu estancia. Se encuentra ubicado en una área de azotea. El baño esta a unos pasos con agua caliente todo el tiempo<br /><br /><b>The space</b><br />Pequeño espacio pero tiene un cómodo sofá cama con colchón memory foam para adaptarlo como sillón o como una cama matrimonial , Acondicionado además tv de cable, pequeña parrilla electrónica, refrigerador, horno y cafetera, pequeño ropero con lugar para tu equipaje y baño a unos pasos. Muy iluminado e ideal para tus viajes económicos de mochilazo<br /><br /><b>Other things to note</b><br />el área del edificio donde esta la habitación se compone de 12 cuartos de servicio y hay un baño común. Pero es importante saber que nuestro espacio es el único adecuado para el área y por ello el baño que seria de uso común","El lugar es dentro del barrio residencial de la colonia Napoles, rodeado de las zonas corporativas importantes y turisticas de la CDMX, asi como bares, retaurantes, parques, centros comerciales y vias primarias",https://a0.muscache.com/pictures/44d0c2a2-3703-47cb-9a74-1435feabb338.jpg,https://www.airbnb.com/users/show/290843938,Eva Y Gerardo,01/09/19,"Mexico City, Mexico",Hola que tal somos Gerardo y Eva nos encanta que vengas a la CDMX y conozcas lo mejor nuestra cultura en la ciudad. Queremos dar lo mejor de nosotros para que tu estancia sea un hermosa experiencia. Tratamos de estar siempre atentos y brindarte nuestra mejor atención y podamos recibirte muchas veces mas!!!,within an hour,t,https://a0.muscache.com/im/pictures/user/d18fc2dc-9216-4b63-8cb7-007a0c0215f6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d18fc2dc-9216-4b63-8cb7-007a0c0215f6.jpg?aki_policy=profile_x_medium,sin informacion,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Benito Juárez,Private room,Private room,1 shared bath,"[""Ethernet connection"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Toaster"", ""Coffee"", ""Laundromat nearby"", ""82\"" TV"", ""Essentials"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Iron"", ""Microwave"", ""Calienta por induccion electric stove"", ""Hot water"", ""Shampoo"", ""Paid street parking off premises"", ""Lock on bedroom door"", ""Hair dryer"", ""Cooking basics"", ""Drying rack for clothing"", ""Portable fans"", ""Tipo frigobar con compartimento de congelacion refrigerator"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Blender"", ""Smoking allowed"", ""First aid kit"", ""Freezer"", ""Courtyard view"", ""Books and reading material"", ""Bed linens"", ""Coffee maker"", ""Private entrance"", ""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Carbon monoxide alarm"", ""Body soap"", ""Clothing storage: wardrobe""]",$339.00,t,29/03/23,05/12/21,23/03/23,f,50106680.0,20230300000000.0,290843938,100.0,100.0,4.0,5.0,19.39061,-99.18114,2.0,1.0,1.9612992109547864,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,24,44,319,20.2,9.7,0.9,4.88,4.87,4.91,4.93,4.95,4.93,4.86,4.0,3.0,1.0,0.0,1.3
12711,https://www.airbnb.com/rooms/50796337,29/03/23,city scrape,Artist Residency downtown with grdn & art library,sin informacion,sin informacion,https://a0.muscache.com/pictures/f1ef5e5a-d7b5-445b-9476-bb4dfaee119e.jpg,https://www.airbnb.com/users/show/2518152,Martha Laura,01/06/12,"Mexico City, Mexico","We are a mexican couple who has been together for more than 25 years. We have two teenagers: a daughter, a son.
We are in the IT business and we love to travel. We always travel as if it was the last trip of our lives. For us, family, love and harmony are essential in life. We enjoy contemporary art and we are dedicated to promoting mexican artists and culture in every place we visit. 
Pancho and I met scuba diving in 1994, therefore the sea, nature and outdoor activities are basic and necessary. We enjoy camping, scuba diving and sailing, sport in which we compete every month in Acapulco.
Lunch time is a special moment for us, a pause where we can enjoy and celebrate being together, a moment apart from the rush of the city where we prepare ourselves for the afternoon daily commitments.
We love Mexico and we are ambassadors of our country, we always talk about how great is the mexican spirit, its culture, gastronomy, nature, beaches and its history. If we had to choose another country to live, it would be Italy for the same reasons we love Mexico.
We recognize ourselves as entrepreneurs because of our professional upbringing, we generate projects and ideas, some of which become business ventures. We've always been motivated by the risk, investing time, money and effort to develop new ideas with a purposeful end. Another factor deeply rooted in our family is ecology and self sustainability and seek to have the least possible impact on our environment and our planet .
We have a francophile part because the 4 of Pancho's grandparents were born in France and married in Mexico . With some friends, we spontaneously create an amateur theater group fifteen years ago, ""Théâtre a la Dérive"", where we enjoy making plays in French just for the pleasure of the whole process, costumes, learning the script and friendship. The group is composed mainly by frenchies living in México.
Today what bring us here is that 14 years ago, on a sabathical year, we lived in a ""Chateau"" in France countryside, and we opened 11 rooms to host our beloved...  more than a hundred friends and family members came to visit and stayed with us in that 12th century castle. The uniqueness of this experience led us to replicate the model in Mexico, and we open our home with a project: Art Residence to share it with you, people with similar interests, that want to enjoy living among art in our village of San Angel,  town founded 500 years ago and today immersed in one of the largest and most exciting cities in the world: Mexico City. Welcome!

In our country we say to our guests: ""Mi casa es tu casa. My home is your home"".",within an hour,t,https://a0.muscache.com/im/users/2518152/profile_pic/1382762540/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2518152/profile_pic/1382762540/original.jpg?aki_policy=profile_x_medium,sin informacion,"['email', 'phone', 'work_email']",t,t,sin informacion,Azcapotzalco,Private room,Private room,1.5 shared baths,"[""Free street parking"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Fire pit"", ""Long term stays allowed"", ""Garden view"", ""Outdoor dining area"", ""Security cameras on property"", ""Crib"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Hot water"", ""Lock on bedroom door"", ""TV"", ""Outdoor furniture"", ""Hair dryer"", ""Free parking on premises"", ""Hangers"", ""Smoking allowed"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Hammock"", ""Children\u2019s books and toys"", ""Wifi"", ""Paid parking off premises"", ""Dishes and silverware"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor kitchen"", ""Indoor fireplace: wood-burning"", ""Resort access"", ""Shampoo""]",$750.00,t,29/03/23,20/01/22,20/01/22,t,50796337.0,20230300000000.0,2518152,100.0,94.0,8.0,8.0,19.45877,-99.17539,2.0,1.0,1.0,1.6,45.0,1.6,1.9,45.0,45.0,1.8,45.0,30,60,90,365,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1.0,4.0,0.0,0.07
12840,https://www.airbnb.com/rooms/50893960,29/03/23,city scrape,Personal room for rent,"When you rent your room  with us we offer:<br /><br />-Electronic access to the building<br />-White washing<br />-24hrs security<br />-Parking space<br />-Cleaning room service from monday to saturday.<br /><br />Room:<br />-Full bathroom<br />-Queen  size bed<br />-TV with internet<br />-Frigobar<br />-Closet<br />-Security box<br /><br />Comun area:<br />-Kitchen<br />-Dining room<br />-Living room<br />-Work space<br />-Washing machines<br />-Locker<br />-Roof Garden (Spectacular view to Mexico city downtown area)<br /><br /><b>The space</b><br />Our  rooms  are clean and cosy, you will meet new people, very respectfull and kind staff.<br /><br /><b>Guest access</b><br />You have access to both living floors and our beautiful roof garden.",Very local and quiet.,https://a0.muscache.com/pictures/miso/Hosting-50893960/original/a49866a8-45ad-4934-b828-c25a1b458c84.jpeg,https://www.airbnb.com/users/show/411507264,Nest,07/07/21,"Mexico City, Mexico","Nest co-living es un concepto innovador de vivienda en renta práctico y flexible que se adapta a tu ritmo de vida.
Tenemos suites completamente amuebladas y con todos los servicios incluidos para tu mayor comodidad.",within an hour,t,https://a0.muscache.com/im/pictures/user/cf169e31-a45f-4bba-974c-6ba3faf08ac6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cf169e31-a45f-4bba-974c-6ba3faf08ac6.jpg?aki_policy=profile_x_medium,sin informacion,"['email', 'phone', 'work_email']",t,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,Private room,Private room,1 private bath,"[""Smoke alarm"", ""Private outdoor kitchen"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""42\"" HDTV with Netflix"", ""Dining table"", ""Toaster"", ""Outdoor dining area"", ""Laundromat nearby"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Paid parking lot off premises"", ""Mini fridge"", ""Iron"", ""Safe"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""Outdoor furniture"", ""Cooking basics"", ""Elevator"", ""Rice maker"", ""Barbecue utensils"", ""Paid valet parking on premises \u2013 10 spaces"", ""Refrigerator"", ""Free residential garage on premises \u2013 1 space"", ""Free dryer \u2013 In building"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Blender"", ""First aid kit"", ""Building staff"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Self check-in"", ""Bed linens"", ""Private patio or balcony"", ""Private entrance"", ""Wifi"", ""Free washer \u2013 In building"", ""EV charger"", ""Dishes and silverware"", ""Dishwasher"", ""Clothing storage: closet"", ""Stainless steel gas stove"", ""City skyline view""]","$1,081.00",t,29/03/23,08/11/21,24/02/23,t,50893960.0,20230300000000.0,411507264,100.0,100.0,1.0,1.0,19.453215,-99.181328,1.0,1.0,1.0,1.0,365.0,1.0,1.0,1.0,1125.0,1.0,532.0,30,60,90,278,11.0,10.0,0.0,4.55,4.64,4.82,4.9,4.64,4.9,4.8,1.0,0.0,1.0,0.0,0.65
12863,https://www.airbnb.com/rooms/51164390,30/03/23,city scrape,Dorm room privado en el corazón de la Roma CDMX,"Dormitorio nuevo dentro de edificio con encanto en el corazón de la Roma, ubicado en la zona mas hipster de la CDMX.<br /><br />Edificio estilo moderno con atractivas amenidades, LudickRoom, Roof garden, sala recepción, cocineta, lockers, baños y regaderas. <br /><br />Todo súper accesible, teatros, cines, parques, museos, antros, restaurantes, transporte público a la mano, ideal para caminar y disfrutar la Ciudad de México.<br /><br />Perfecto para viajes Mochilazo.<br /><br /><b>The space</b><br />Hermoso edificio con encanto, ubicado en la icónica colonia Roma de la Ciudad de México, muy cerca del famoso Mercado Roma, Parque México, Museo de Cera, Ángel de la independencia y demás atracciones turísticas de la gran ciudad.<br /><br /><b>Guest access</b><br />Tienes acceso a todas las áreas comunes del edificio, LudickRoom (área de trabajo y tv) Roof garden, sala de recepción, cocineta, respetando las reglas de uso de cada uno de los espacios.<br /><br />En todo momento tienes acceso ","Mercado Roma, Museo de cera, avenida insurgentes, reforma, ángel de la independencia, Parque España y Parque México, los restaurantes de Álvaro Obregón, súper ubicado.",https://a0.muscache.com/pictures/557476c4-1680-43aa-8158-11dcf36a5c81.jpg,https://www.airbnb.com/users/show/161016544,Coral,02/12/17,"Mexico City, Mexico",sin informacion,within an hour,f,https://a0.muscache.com/im/pictures/user/a3f4749c-bd16-47b3-a4dc-b4f4d55251e7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a3f4749c-bd16-47b3-a4dc-b4f4d55251e7.jpg?aki_policy=profile_x_medium,Buenavista,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,Private room,Private room,3.5 shared baths,"[""City skyline view"", ""Long term stays allowed"", ""TV with standard cable"", ""Outdoor dining area"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Paid parking lot off premises"", ""Mini fridge"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""Stove"", ""Outdoor furniture"", ""Refrigerator"", ""Clothing storage: wardrobe"", ""Private backyard"", ""Hangers"", ""Lockbox"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Self check-in"", ""Books and reading material"", ""Bed linens"", ""Private patio or balcony"", ""Private living room"", ""Wifi"", ""Outdoor shower"", ""Dishes and silverware"", ""Window guards""]",$364.00,t,30/03/23,06/08/21,25/01/23,t,51164390.0,20230300000000.0,161016544,100.0,100.0,2.0,2.0,19.41581,-99.16108,1.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,17,42,69,340,62.0,30.0,0.0,4.77,4.81,4.79,4.92,4.92,4.97,4.85,2.0,1.0,1.0,0.0,3.09
